credit_account_id,application_id,borrower_id,liability_id,account_type,creditor,balance,credit_limit,monthly_payment,opened_date,account_status,lates_30d_24m,lates_60d_24m,lates_90d_24m,dispute_flag
APP-000017-TRD-04,APP-000017,BORR-000020,APP-000017-LIA-04,installment_personal,Cascade Personal Loans,7584.09,0,234.14,2020-03-07,open,0,0,0,false
APP-000018-TRD-01,APP-000018,BORR-000021,APP-000018-LIA-01,auto_loan,Sablefield Mortgage Servicing,12781.10,0,306.00,2021-03-22,open,0,0,0,false
APP-000018-TRD-02,APP-000018,BORR-000021,APP-000018-LIA-02,student_loan,Sablefield Mortgage Servicing,17169.60,0,234.00,2022-04-12,open,0,0,0,false
APP-000018-TRD-03,APP-000018,BORR-000021,APP-000018-LIA-03,revolving_credit_card,Pinnacle Auto Finance,7200.00,25714.29,216.00,2021-12-20,open,0,0,0,false
APP-000018-TRD-04,APP-000018,BORR-000021,APP-000018-LIA-04,installment_personal,Cascade Personal Loans,4664.67,0,144.01,2024-06-24,open,0,0,0,false
APP-000019-TRD-01,APP-000019,BORR-000022,APP-000019-LIA-01,auto_loan,Summit Education Lending,6728.87,0,161.10,2024-01-07,open,0,0,0,false
APP-000019-TRD-02,APP-000019,BORR-000022,APP-000019-LIA-02,student_loan,Sablefield Mortgage Servicing,9038.99,0,123.19,2020-02-21,open,0,0,0,false
APP-000019-TRD-03,APP-000019,BORR-000022,APP-000019-LIA-03,revolving_credit_card,Harborline Retail Credit,3790.67,13538.11,113.72,2024-01-28,open,0,0,0,false
APP-000019-TRD-04,APP-000019,BORR-000022,APP-000019-LIA-04,installment_personal,Northwind Card Services,2455.58,0,75.81,2024-07-12,open,0,0,0,false
APP-000020-TRD-01,APP-000020,BORR-000024,APP-000020-LIA-01,auto_loan,Pinnacle Auto Finance,3548.63,0,84.96,2020-01-03,open,0,0,0,false
APP-000020-TRD-02,APP-000020,BORR-000024,APP-000020-LIA-02,student_loan,Harborline Retail Credit,4767.13,0,64.97,2018-08-02,open,0,0,0,false
APP-000020-TRD-03,APP-000020,BORR-000024,APP-000020-LIA-03,revolving_credit_card,Harborline Retail Credit,1999.00,7139.29,59.97,2019-02-15,open,0,0,0,false
APP-000020-TRD-04,APP-000020,BORR-000024,APP-000020-LIA-04,installment_personal,Pinnacle Auto Finance,1295.33,0,39.99,2022-03-09,open,0,0,0,false
APP-000021-TRD-01,APP-000021,BORR-000025,APP-000021-LIA-01,auto_loan,Northwind Card Services,1651.52,0,39.54,2021-06-30,open,0,0,0,false
APP-000021-TRD-02,APP-000021,BORR-000025,APP-000021-LIA-02,student_loan,Summit Education Lending,2218.11,0,30.23,2020-04-03,open,0,0,0,false
APP-000021-TRD-03,APP-000021,BORR-000025,APP-000021-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,930.33,3322.61,27.91,2021-03-31,open,0,0,0,false
APP-000021-TRD-04,APP-000021,BORR-000025,APP-000021-LIA-04,installment_personal,Sablefield Mortgage Servicing,602.48,0,18.60,2023-08-16,open,0,0,0,false
APP-000022-TRD-01,APP-000022,BORR-000026,APP-000022-LIA-01,auto_loan,Sablefield Mortgage Servicing,9787.56,0,234.33,2023-03-14,open,0,0,0,false
APP-000022-TRD-02,APP-000022,BORR-000026,APP-000022-LIA-02,student_loan,Summit Education Lending,13147.95,0,179.19,2022-07-29,open,0,0,0,false
APP-000022-TRD-03,APP-000022,BORR-000026,APP-000022-LIA-03,revolving_credit_card,Summit Education Lending,5513.67,19691.68,165.41,2018-07-11,open,0,0,0,false
APP-000022-TRD-04,APP-000022,BORR-000026,APP-000022-LIA-04,installment_personal,Northwind Card Services,3572.11,0,110.28,2024-08-13,open,0,0,0,false
APP-000023-TRD-01,APP-000023,BORR-000028,APP-000023-LIA-01,auto_loan,Sablefield Mortgage Servicing,8892.89,0,212.91,2022-04-07,open,0,0,0,false
APP-000023-TRD-02,APP-000023,BORR-000028,APP-000023-LIA-02,student_loan,Sablefield Mortgage Servicing,11946.08,0,162.81,2021-05-26,open,0,0,0,false
APP-000023-TRD-03,APP-000023,BORR-000028,APP-000023-LIA-03,revolving_credit_card,Summit Education Lending,5009.67,17891.68,150.29,2022-04-11,open,0,0,0,false
APP-000023-TRD-04,APP-000023,BORR-000028,APP-000023-LIA-04,installment_personal,Pinnacle Auto Finance,3245.28,0,100.19,2024-06-02,open,0,0,0,false
APP-000024-TRD-01,APP-000024,BORR-000030,APP-000024-LIA-01,auto_loan,Pinnacle Auto Finance,5827.93,0,139.53,2017-11-14,open,0,0,0,false
APP-000024-TRD-02,APP-000024,BORR-000030,APP-000024-LIA-02,student_loan,Summit Education Lending,7829.04,0,106.70,2018-11-25,open,0,0,0,false
APP-000024-TRD-03,APP-000024,BORR-000030,APP-000024-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,3283.00,11725.00,98.49,2020-01-13,open,0,0,0,false
APP-000024-TRD-04,APP-000024,BORR-000030,APP-000024-LIA-04,installment_personal,Northwind Card Services,2127.13,0,65.67,2023-03-06,open,0,0,0,false
APP-000025-TRD-01,APP-000025,BORR-000031,APP-000025-LIA-01,auto_loan,Harborline Retail Credit,6777.32,0,162.26,2019-09-01,open,0,0,0,false
APP-000025-TRD-02,APP-000025,BORR-000031,APP-000025-LIA-02,student_loan,Cascade Personal Loans,9104.29,0,124.08,2023-12-18,open,0,0,0,false
APP-000025-TRD-03,APP-000025,BORR-000031,APP-000025-LIA-03,revolving_credit_card,Cascade Personal Loans,3818.00,13635.71,114.54,2024-11-08,open,0,0,0,false
APP-000025-TRD-04,APP-000025,BORR-000031,APP-000025-LIA-04,installment_personal,Cascade Personal Loans,2473.40,0,76.36,2020-08-18,open,0,0,0,false
APP-000026-TRD-01,APP-000026,BORR-000032,APP-000026-LIA-01,auto_loan,Summit Education Lending,7935.98,0,190.00,2020-04-23,open,0,0,0,false
APP-000026-TRD-02,APP-000026,BORR-000032,APP-000026-LIA-02,student_loan,Pinnacle Auto Finance,10660.56,0,145.29,2020-10-03,open,0,0,0,false
APP-000026-TRD-03,APP-000026,BORR-000032,APP-000026-LIA-03,revolving_credit_card,Pinnacle Auto Finance,4470.67,15966.68,134.12,2022-05-19,open,0,0,0,false
APP-000026-TRD-04,APP-000026,BORR-000032,APP-000026-LIA-04,installment_personal,Harborline Retail Credit,2896.10,0,89.41,2025-03-12,open,0,0,0,false
APP-000027-TRD-01,APP-000027,BORR-000033,APP-000027-LIA-01,auto_loan,Northwind Card Services,11587.36,0,277.42,2024-09-06,open,0,0,0,false
APP-000027-TRD-02,APP-000027,BORR-000033,APP-000027-LIA-02,student_loan,Harborline Retail Credit,15565.63,0,212.14,2021-05-19,open,0,0,0,false
APP-000027-TRD-03,APP-000027,BORR-000033,APP-000027-LIA-03,revolving_credit_card,Harborline Retail Credit,6527.33,23311.89,195.82,2022-07-18,open,0,0,0,false
APP-000027-TRD-04,APP-000027,BORR-000033,APP-000027-LIA-04,installment_personal,Summit Education Lending,4228.68,0,130.55,2018-07-08,open,0,0,0,false
APP-000028-TRD-01,APP-000028,BORR-000035,APP-000028-LIA-01,auto_loan,Pinnacle Auto Finance,8322.75,0,199.26,2020-03-20,open,0,0,0,false
APP-000028-TRD-02,APP-000028,BORR-000035,APP-000028-LIA-02,student_loan,Sablefield Mortgage Servicing,11180.78,0,152.38,2021-04-15,open,0,0,0,false
APP-000028-TRD-03,APP-000028,BORR-000035,APP-000028-LIA-03,revolving_credit_card,Northwind Card Services,4688.67,16745.25,140.66,2023-05-10,open,0,0,0,false
APP-000028-TRD-04,APP-000028,BORR-000035,APP-000028-LIA-04,installment_personal,Pinnacle Auto Finance,3037.33,0,93.77,2023-04-28,open,0,0,0,false
APP-000029-TRD-01,APP-000029,BORR-000036,APP-000029-LIA-01,auto_loan,Northwind Card Services,11188.47,0,267.87,2024-12-02,open,0,0,0,false
APP-000029-TRD-02,APP-000029,BORR-000036,APP-000029-LIA-02,student_loan,Summit Education Lending,15030.00,0,204.84,2021-10-24,open,0,0,0,false
APP-000029-TRD-03,APP-000029,BORR-000036,APP-000029-LIA-03,revolving_credit_card,Cascade Personal Loans,6302.67,22509.54,189.08,2021-10-14,open,0,0,0,false
APP-000029-TRD-04,APP-000029,BORR-000036,APP-000029-LIA-04,installment_personal,Pinnacle Auto Finance,4083.24,0,126.06,2023-02-20,open,0,0,0,false
APP-000030-TRD-01,APP-000030,BORR-000037,APP-000030-LIA-01,auto_loan,Northwind Card Services,13589.31,0,325.35,2021-09-21,open,0,0,0,false
APP-000030-TRD-02,APP-000030,BORR-000037,APP-000030-LIA-02,student_loan,Pinnacle Auto Finance,18254.80,0,248.79,2024-02-28,open,0,0,0,false
APP-000030-TRD-03,APP-000030,BORR-000037,APP-000030-LIA-03,revolving_credit_card,Summit Education Lending,7655.33,27340.46,229.66,2018-08-10,open,0,0,0,false
APP-000030-TRD-04,APP-000030,BORR-000037,APP-000030-LIA-04,installment_personal,Sablefield Mortgage Servicing,4959.10,0,153.10,2018-12-08,open,0,0,0,false
APP-000031-TRD-01,APP-000031,BORR-000038,APP-000031-LIA-01,auto_loan,Summit Education Lending,17137.11,0,410.29,2025-06-17,open,1,0,0,false
APP-000031-TRD-02,APP-000031,BORR-000038,APP-000031-LIA-02,student_loan,Harborline Retail Credit,23021.20,0,313.75,2020-11-26,open,1,0,0,false
APP-000031-TRD-03,APP-000031,BORR-000038,APP-000031-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,9654.00,11492.86,289.62,2018-06-08,open,1,0,0,false
APP-000031-TRD-04,APP-000031,BORR-000038,APP-000031-LIA-04,installment_personal,Pinnacle Auto Finance,6254.10,0,193.08,2019-12-30,open,1,0,0,false
APP-000032-TRD-01,APP-000032,BORR-000039,APP-000032-LIA-01,auto_loan,Sablefield Mortgage Servicing,12154.57,0,291.00,2023-06-23,open,0,0,0,false
APP-000032-TRD-02,APP-000032,BORR-000039,APP-000032-LIA-02,student_loan,Cascade Personal Loans,16327.99,0,222.53,2024-02-28,open,0,0,0,false
APP-000032-TRD-03,APP-000032,BORR-000039,APP-000032-LIA-03,revolving_credit_card,Pinnacle Auto Finance,6847.00,24453.57,205.41,2018-06-25,open,0,0,0,false
APP-000032-TRD-04,APP-000032,BORR-000039,APP-000032-LIA-04,installment_personal,Pinnacle Auto Finance,4435.66,0,136.94,2018-05-28,open,0,0,0,false
APP-000032-TRD-COL,APP-000032,BORR-000039,,collection,Cascade Personal Loans,7400.00,0,0,2023-03-23,collection,0,0,0,false
APP-000033-TRD-01,APP-000033,BORR-000040,APP-000033-LIA-01,auto_loan,Pinnacle Auto Finance,10790.00,0,258.33,2023-12-22,open,0,0,0,false
APP-000033-TRD-02,APP-000033,BORR-000040,APP-000033-LIA-02,student_loan,Sablefield Mortgage Servicing,14494.37,0,197.54,2019-10-27,open,0,0,0,false
APP-000033-TRD-03,APP-000033,BORR-000040,APP-000033-LIA-03,revolving_credit_card,Harborline Retail Credit,6078.33,21708.32,182.35,2024-07-27,open,0,0,0,false
APP-000033-TRD-04,APP-000033,BORR-000040,APP-000033-LIA-04,installment_personal,Northwind Card Services,3937.48,0,121.56,2020-06-02,open,0,0,0,false
APP-000034-TRD-01,APP-000034,BORR-000041,APP-000034-LIA-01,auto_loan,Summit Education Lending,3887.79,0,93.08,2019-08-30,open,0,0,0,false
APP-000034-TRD-02,APP-000034,BORR-000041,APP-000034-LIA-02,student_loan,Northwind Card Services,5222.79,0,71.18,2022-12-28,open,0,0,0,false
APP-000034-TRD-03,APP-000034,BORR-000041,APP-000034-LIA-03,revolving_credit_card,Summit Education Lending,2190.00,7821.43,65.70,2025-03-21,open,0,0,0,false
APP-000034-TRD-04,APP-000034,BORR-000041,APP-000034-LIA-04,installment_personal,Northwind Card Services,1418.74,0,43.80,2024-06-18,open,0,0,0,false
APP-000035-TRD-01,APP-000035,BORR-000042,APP-000035-LIA-01,auto_loan,Pinnacle Auto Finance,18193.02,0,435.57,2023-04-08,open,0,0,0,false
APP-000035-TRD-02,APP-000035,BORR-000042,APP-000035-LIA-02,student_loan,Harborline Retail Credit,24439.53,0,333.08,2021-12-09,open,0,0,0,false
APP-000035-TRD-03,APP-000035,BORR-000042,APP-000035-LIA-03,revolving_credit_card,Summit Education Lending,10248.67,36602.39,307.46,2020-11-07,open,0,0,0,false
APP-000035-TRD-04,APP-000035,BORR-000042,APP-000035-LIA-04,installment_personal,Harborline Retail Credit,6639.24,0,204.97,2025-03-16,open,0,0,0,false
APP-000036-TRD-01,APP-000036,BORR-000043,APP-000036-LIA-01,auto_loan,Harborline Retail Credit,12591.05,0,301.45,2018-11-01,open,0,0,0,false
APP-000036-TRD-02,APP-000036,BORR-000043,APP-000036-LIA-02,student_loan,Northwind Card Services,16914.25,0,230.52,2024-03-02,open,0,0,0,false
APP-000036-TRD-03,APP-000036,BORR-000043,APP-000036-LIA-03,revolving_credit_card,Summit Education Lending,7093.00,25332.14,212.79,2023-06-07,open,0,0,0,false
APP-000036-TRD-04,APP-000036,BORR-000043,APP-000036-LIA-04,installment_personal,Sablefield Mortgage Servicing,4595.35,0,141.87,2017-12-25,open,0,0,0,false
APP-000037-TRD-01,APP-000037,BORR-000045,APP-000037-LIA-01,auto_loan,Pinnacle Auto Finance,8151.92,0,195.17,2021-07-11,open,0,0,0,false
APP-000037-TRD-02,APP-000037,BORR-000045,APP-000037-LIA-02,student_loan,Sablefield Mortgage Servicing,10951.12,0,149.25,2022-10-01,open,0,0,0,false
APP-000037-TRD-03,APP-000037,BORR-000045,APP-000037-LIA-03,revolving_credit_card,Cascade Personal Loans,4592.33,16401.18,137.77,2018-02-06,open,0,0,0,false
APP-000037-TRD-04,APP-000037,BORR-000045,APP-000037-LIA-04,installment_personal,Summit Education Lending,2975.14,0,91.85,2022-10-20,open,0,0,0,false
APP-000038-TRD-01,APP-000038,BORR-000046,APP-000038-LIA-01,auto_loan,Sablefield Mortgage Servicing,7146.14,0,171.09,2021-08-20,open,0,0,0,false
APP-000038-TRD-02,APP-000038,BORR-000046,APP-000038-LIA-02,student_loan,Harborline Retail Credit,9599.57,0,130.83,2018-06-01,open,0,0,0,false
APP-000038-TRD-03,APP-000038,BORR-000046,APP-000038-LIA-03,revolving_credit_card,Summit Education Lending,4025.67,14377.39,120.77,2018-03-17,open,0,0,0,false
APP-000038-TRD-04,APP-000038,BORR-000046,APP-000038-LIA-04,installment_personal,Harborline Retail Credit,2608.14,0,80.52,2025-05-20,open,0,0,0,false
APP-000039-TRD-01,APP-000039,BORR-000047,APP-000039-LIA-01,auto_loan,Sablefield Mortgage Servicing,9903.68,0,237.11,2023-01-12,open,0,0,0,false
APP-000039-TRD-02,APP-000039,BORR-000047,APP-000039-LIA-02,student_loan,Summit Education Lending,13304.24,0,181.32,2018-10-19,open,0,0,0,false
APP-000039-TRD-03,APP-000039,BORR-000047,APP-000039-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,5579.00,19925.00,167.37,2019-02-18,open,0,0,0,false
APP-000039-TRD-04,APP-000039,BORR-000047,APP-000039-LIA-04,installment_personal,Cascade Personal Loans,3614.54,0,111.59,2020-10-15,open,0,0,0,false
APP-000040-TRD-01,APP-000040,BORR-000048,APP-000040-LIA-01,auto_loan,Harborline Retail Credit,10391.53,0,248.79,2020-08-04,open,0,0,0,false
APP-000040-TRD-02,APP-000040,BORR-000048,APP-000040-LIA-02,student_loan,Summit Education Lending,13959.47,0,190.25,2024-03-08,open,0,0,0,false
APP-000040-TRD-03,APP-000040,BORR-000048,APP-000040-LIA-03,revolving_credit_card,Northwind Card Services,5854.00,20907.14,175.62,2020-07-14,open,0,0,0,false
APP-000040-TRD-04,APP-000040,BORR-000048,APP-000040-LIA-04,installment_personal,Northwind Card Services,3792.04,0,117.07,2020-12-20,open,0,0,0,false
APP-000041-TRD-01,APP-000041,BORR-000049,APP-000041-LIA-01,auto_loan,Cascade Personal Loans,14407.97,0,344.95,2022-08-18,open,0,0,0,false
APP-000041-TRD-02,APP-000041,BORR-000049,APP-000041-LIA-02,student_loan,Cascade Personal Loans,19354.69,0,263.78,2021-12-02,open,0,0,0,false
APP-000041-TRD-03,APP-000041,BORR-000049,APP-000041-LIA-03,revolving_credit_card,Northwind Card Services,8116.33,28986.89,243.49,2019-05-27,open,0,0,0,false
APP-000041-TRD-04,APP-000041,BORR-000049,APP-000041-LIA-04,installment_personal,Harborline Retail Credit,5258.07,0,162.33,2020-12-21,open,0,0,0,false
