verification_id,application_id,borrower_id,category,provider,requested_date,completed_date,result,rule_id
APP-000007-VER-2,APP-000007,BORR-000008,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000007-VER-3,APP-000007,BORR-000008,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000007-VER-4,APP-000007,BORR-000008,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000007-VER-5,APP-000007,BORR-000008,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000008-VER-1,APP-000008,BORR-000009,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000008-VER-2,APP-000008,BORR-000009,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000008-VER-3,APP-000008,BORR-000009,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000008-VER-4,APP-000008,BORR-000009,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000008-VER-5,APP-000008,BORR-000009,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000009-VER-1,APP-000009,BORR-000010,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000009-VER-2,APP-000009,BORR-000010,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000009-VER-3,APP-000009,BORR-000010,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000009-VER-4,APP-000009,BORR-000010,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000009-VER-5,APP-000009,BORR-000010,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000010-VER-1,APP-000010,BORR-000011,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000010-VER-2,APP-000010,BORR-000011,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000010-VER-3,APP-000010,BORR-000011,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000010-VER-4,APP-000010,BORR-000011,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000010-VER-5,APP-000010,BORR-000011,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000011-VER-1,APP-000011,BORR-000012,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000011-VER-2,APP-000011,BORR-000012,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000011-VER-3,APP-000011,BORR-000012,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000011-VER-4,APP-000011,BORR-000012,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000011-VER-5,APP-000011,BORR-000012,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000012-VER-1,APP-000012,BORR-000013,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000012-VER-2,APP-000012,BORR-000013,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000012-VER-3,APP-000012,BORR-000013,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000012-VER-4,APP-000012,BORR-000013,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000012-VER-5,APP-000012,BORR-000013,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000013-VER-1,APP-000013,BORR-000014,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000013-VER-2,APP-000013,BORR-000014,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000013-VER-3,APP-000013,BORR-000014,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000013-VER-4,APP-000013,BORR-000014,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000013-VER-5,APP-000013,BORR-000014,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000014-VER-1,APP-000014,BORR-000016,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000014-VER-2,APP-000014,BORR-000016,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000014-VER-3,APP-000014,BORR-000016,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000014-VER-4,APP-000014,BORR-000016,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000014-VER-5,APP-000014,BORR-000016,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000015-VER-1,APP-000015,BORR-000017,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000015-VER-2,APP-000015,BORR-000017,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000015-VER-3,APP-000015,BORR-000017,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000015-VER-4,APP-000015,BORR-000017,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000015-VER-5,APP-000015,BORR-000017,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000016-VER-1,APP-000016,BORR-000019,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000016-VER-2,APP-000016,BORR-000019,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000016-VER-3,APP-000016,BORR-000019,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000016-VER-4,APP-000016,BORR-000019,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000016-VER-5,APP-000016,BORR-000019,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000017-VER-1,APP-000017,BORR-000020,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000017-VER-2,APP-000017,BORR-000020,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000017-VER-3,APP-000017,BORR-000020,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000017-VER-4,APP-000017,BORR-000020,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000017-VER-5,APP-000017,BORR-000020,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000018-VER-1,APP-000018,BORR-000021,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000018-VER-2,APP-000018,BORR-000021,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000018-VER-3,APP-000018,BORR-000021,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000018-VER-4,APP-000018,BORR-000021,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000018-VER-5,APP-000018,BORR-000021,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000019-VER-1,APP-000019,BORR-000022,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000019-VER-2,APP-000019,BORR-000022,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000019-VER-3,APP-000019,BORR-000022,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000019-VER-4,APP-000019,BORR-000022,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000019-VER-5,APP-000019,BORR-000022,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000020-VER-1,APP-000020,BORR-000024,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000020-VER-2,APP-000020,BORR-000024,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000020-VER-3,APP-000020,BORR-000024,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000020-VER-4,APP-000020,BORR-000024,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000020-VER-5,APP-000020,BORR-000024,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000021-VER-1,APP-000021,BORR-000025,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000021-VER-2,APP-000021,BORR-000025,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000021-VER-3,APP-000021,BORR-000025,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000021-VER-4,APP-000021,BORR-000025,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000021-VER-5,APP-000021,BORR-000025,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000022-VER-1,APP-000022,BORR-000026,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000022-VER-2,APP-000022,BORR-000026,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000022-VER-3,APP-000022,BORR-000026,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000022-VER-4,APP-000022,BORR-000026,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000022-VER-5,APP-000022,BORR-000026,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000023-VER-1,APP-000023,BORR-000028,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000023-VER-2,APP-000023,BORR-000028,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000023-VER-3,APP-000023,BORR-000028,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000023-VER-4,APP-000023,BORR-000028,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000023-VER-5,APP-000023,BORR-000028,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000024-VER-1,APP-000024,BORR-000030,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000024-VER-2,APP-000024,BORR-000030,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000024-VER-3,APP-000024,BORR-000030,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000024-VER-4,APP-000024,BORR-000030,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000024-VER-5,APP-000024,BORR-000030,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000025-VER-1,APP-000025,BORR-000031,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000025-VER-2,APP-000025,BORR-000031,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000025-VER-3,APP-000025,BORR-000031,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000025-VER-4,APP-000025,BORR-000031,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000025-VER-5,APP-000025,BORR-000031,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000026-VER-1,APP-000026,BORR-000032,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000026-VER-2,APP-000026,BORR-000032,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000026-VER-3,APP-000026,BORR-000032,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000026-VER-4,APP-000026,BORR-000032,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000026-VER-5,APP-000026,BORR-000032,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000027-VER-1,APP-000027,BORR-000033,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000027-VER-2,APP-000027,BORR-000033,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000027-VER-3,APP-000027,BORR-000033,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000027-VER-4,APP-000027,BORR-000033,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000027-VER-5,APP-000027,BORR-000033,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000028-VER-1,APP-000028,BORR-000035,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000028-VER-2,APP-000028,BORR-000035,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000028-VER-3,APP-000028,BORR-000035,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000028-VER-4,APP-000028,BORR-000035,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000028-VER-5,APP-000028,BORR-000035,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000029-VER-1,APP-000029,BORR-000036,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000029-VER-2,APP-000029,BORR-000036,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000029-VER-3,APP-000029,BORR-000036,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000029-VER-4,APP-000029,BORR-000036,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000029-VER-5,APP-000029,BORR-000036,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000030-VER-1,APP-000030,BORR-000037,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000030-VER-2,APP-000030,BORR-000037,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000030-VER-3,APP-000030,BORR-000037,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000030-VER-4,APP-000030,BORR-000037,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000030-VER-5,APP-000030,BORR-000037,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000031-VER-1,APP-000031,BORR-000038,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000031-VER-2,APP-000031,BORR-000038,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000031-VER-3,APP-000031,BORR-000038,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000031-VER-4,APP-000031,BORR-000038,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000031-VER-5,APP-000031,BORR-000038,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000032-VER-1,APP-000032,BORR-000039,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000032-VER-2,APP-000032,BORR-000039,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000032-VER-3,APP-000032,BORR-000039,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000032-VER-4,APP-000032,BORR-000039,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000032-VER-5,APP-000032,BORR-000039,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000033-VER-1,APP-000033,BORR-000040,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000033-VER-2,APP-000033,BORR-000040,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000033-VER-3,APP-000033,BORR-000040,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000033-VER-4,APP-000033,BORR-000040,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000033-VER-5,APP-000033,BORR-000040,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000034-VER-1,APP-000034,BORR-000041,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000034-VER-2,APP-000034,BORR-000041,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000034-VER-3,APP-000034,BORR-000041,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000034-VER-4,APP-000034,BORR-000041,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000034-VER-5,APP-000034,BORR-000041,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000035-VER-1,APP-000035,BORR-000042,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000035-VER-2,APP-000035,BORR-000042,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000035-VER-3,APP-000035,BORR-000042,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000035-VER-4,APP-000035,BORR-000042,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000035-VER-5,APP-000035,BORR-000042,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000036-VER-1,APP-000036,BORR-000043,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000036-VER-2,APP-000036,BORR-000043,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000036-VER-3,APP-000036,BORR-000043,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000036-VER-4,APP-000036,BORR-000043,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000036-VER-5,APP-000036,BORR-000043,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000037-VER-1,APP-000037,BORR-000045,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000037-VER-2,APP-000037,BORR-000045,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,CONFLICT,EMP-VER-001
APP-000037-VER-3,APP-000037,BORR-000045,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000037-VER-4,APP-000037,BORR-000045,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000037-VER-5,APP-000037,BORR-000045,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000038-VER-1,APP-000038,BORR-000046,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000038-VER-2,APP-000038,BORR-000046,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000038-VER-3,APP-000038,BORR-000046,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000038-VER-4,APP-000038,BORR-000046,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000038-VER-5,APP-000038,BORR-000046,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000039-VER-1,APP-000039,BORR-000047,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000039-VER-2,APP-000039,BORR-000047,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000039-VER-3,APP-000039,BORR-000047,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000039-VER-4,APP-000039,BORR-000047,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000039-VER-5,APP-000039,BORR-000047,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000040-VER-1,APP-000040,BORR-000048,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000040-VER-2,APP-000040,BORR-000048,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000040-VER-3,APP-000040,BORR-000048,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000040-VER-4,APP-000040,BORR-000048,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000040-VER-5,APP-000040,BORR-000048,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000041-VER-1,APP-000041,BORR-000049,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000041-VER-2,APP-000041,BORR-000049,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
